hostname,sy_pnum,pl_name,discoverymethod,pl_controv_flag,st_mass,pl_orbper,pl_orbeccen,pl_msinie,st_masserr1,pl_orbpererr1,pl_orbeccenerr1,pl_msinieerr1,st_masserr2,pl_orbpererr2,pl_orbeccenerr2,pl_msinieerr2
K2-148,3,K2-148 b,Transit,0,0.65,4.38395,,,0.061,0.0008,,,-0.061,-0.0008,,
Kepler-150,5,Kepler-150 f,Transit,0,0.97,637.2093,,,,0.0169,,,,-0.0154,,
HD 40307,5,HD 40307 g,Radial Velocity,1,0.77,197.8,0.29,7.1,0.05,5.7,0.31,2.6,-0.05,-9.0,-0.29,-2.6
HIP 57274,3,HIP 57274 b,Radial Velocity,0,0.29,8.1352,0.19,6.3566,0.3,0.004,0.1,3.1783,-0.3,-0.004,-0.1,-3.1783
HD 73344,3,HD 73344 d,Radial Velocity,0,1.19,5823.0,0.18,702.40077947,0.05,312.0,0.14,108.06165838,-0.05,-308.0,-0.12,-111.23994245
K2-239,3,K2-239 c,Transit,0,0.4,7.775,,,0.01,0.001,,,-0.01,-0.001,,
Kepler-289,4,Kepler-289 e,Transit,0,1.061,330.0716,0.0,,0.011,0.0063,,,-0.035,-0.0063,,
TOI-561,4,TOI-561 c,Transit,0,0.806,10.778838,0.023,,0.036,1.8e-05,0.034,,-0.036,-1.8e-05,-0.017,
HR 858,3,HR 858 c,Transit,0,1.204,5.973865,0.0,,0.052,1.5e-05,,,-0.052,-1.6e-05,,
TOI-1266,3,TOI-1266 b,Transit,0,0.437,10.8945,0.039,,0.021,0.00023,0.035,,-0.021,-0.00026,-0.025,
HD 191939,6,HD 191939 g,Radial Velocity,0,0.81,284.0,0.03,13.5,0.04,10.0,0.025,2.0,-0.04,-8.0,-0.011,-2.0
ups And,3,ups And b,Radial Velocity,0,1.3,4.617033,0.0215,218.531,,2.3e-05,0.0007,1.39839,,-2.3e-05,-0.0007,-1.39839
HD 20781,5,HD 20781 b,Radial Velocity,0,0.7,5.3135,0.1,1.93,,0.001,0.11,0.39,,-0.001,-0.07,-0.36
TOI-1117,3,TOI-1117 c,Radial Velocity,0,0.97,4.579,0.0,8.78,0.02,0.004,,1.19,-0.02,-0.004,,-1.21
TOI-1117,3,TOI-1117 d,Radial Velocity,0,0.97,8.665,0.0,10.71,0.02,0.011,,1.59,-0.02,-0.011,,-1.58
HD 20781,5,HD 20781 e,Radial Velocity,0,0.7,85.5073,0.06,14.03,,0.0983,0.06,1.56,,-0.0947,-0.04,-1.56
HD 20781,5,HD 20781 d,Radial Velocity,0,0.7,29.158,0.11,10.61,,0.0102,0.05,1.2,,-0.01,-0.06,-1.19
Kepler-10,3,Kepler-10 d,Radial Velocity,0,0.91,151.06,0.19,12.0,0.021,0.48,0.1,2.15,-0.021,-0.48,-0.1,-2.15
TOI-1117,3,TOI-1117 b,Transit,0,0.97,2.22816,0.0,,0.02,1e-05,,,-0.02,-1e-05,,
LHS 1903,4,LHS 1903 e,Transit,0,0.538,29.31773,0.014,,0.039,0.00028,0.015,,-0.03,-0.00025,-0.01,
47 UMa,3,47 UMa b,Radial Velocity,0,1.06,1078.0,0.032,804.08,0.128402,2.0,0.014,22.25,-0.137608,-2.0,-0.014,-19.07
HIP 41378,6,HIP 41378 c,Transit,0,1.16,31.70603,,,0.04,6e-05,,,-0.04,-6e-05,,
HIP 41378,6,HIP 41378 d,Transit,0,1.16,278.3618,0.0,,0.04,0.0005,,,-0.04,-0.0005,,
Kepler-9,3,Kepler-9 c,Transit,0,1.022,38.9853,0.06691,27.28726784,0.029,0.0003,0.0001,14.37211372,-0.039,-0.0003,-0.00012,-14.37211372
TOI-2267 A,3,TOI-2267 c,Transit,0,0.171,3.4950412,,,0.0079,2.2e-06,,,-0.0079,-2.2e-06,,
TOI-178,6,TOI-178 c,Transit,0,0.647,3.238486,0.00032,,0.03,1.2e-05,0.00065,,-0.029,-1.1e-05,-0.0002,
TOI-178,6,TOI-178 e,Transit,0,0.647,9.96318,0.00038,,0.03,0.00015,0.00067,,-0.029,-0.00012,-0.00025,
HIP 41378,6,HIP 41378 g,Radial Velocity,0,1.16,62.06,,7.0,0.04,0.32,,1.5,-0.04,-0.32,,-1.5
DMPP-2,3,DMPP-2 c,Radial Velocity,0,1.41,3.168,0.28,51.79,0.04,0.355,,5.43,-0.04,-0.002,,-5.49
Kepler-47,3,Kepler-47 b,Transit,0,0.957,49.4643,0.021,,0.013,0.0081,0.0025,,-0.015,-0.0074,-0.0022,
Kepler-82,5,Kepler-82 f,Transit Timing Variations,0,0.91,75.732,0.0014,,0.03,0.012,0.0018,,-0.03,-0.012,-0.001,
Kepler-47,3,Kepler-47 d,Transit,0,0.957,187.366,0.024,,0.013,0.069,0.025,,-0.015,-0.051,-0.017,
Kepler-82,5,Kepler-82 b,Transit,0,0.91,26.44,0.0033,,0.03,0.48,0.0019,,-0.03,-0.48,-0.00017,
TOI-2141,3,TOI-2141 c,Radial Velocity,0,0.896,5.4624,,6.14,0.059,0.0026,,0.86,-0.051,-0.0027,,-0.86
HD 63433,3,HD 63433 b,Transit,0,0.956,7.1079475,0.24,,0.022,8.9e-06,0.27,,-0.022,-8.8e-06,-0.18,
HD 28471,3,HD 28471 c,Radial Velocity,0,0.98,6.1245,0.088,5.72,0.044,0.0856,0.058,0.57,-0.044,-0.0009,-0.054,-0.72
HD 28471,3,HD 28471 d,Radial Velocity,0,0.98,11.681,0.093,4.91,0.044,0.0042,0.064,0.82,-0.044,-0.0055,-0.058,-0.77
55 Cnc B,7,55 Cnc B c,Radial Velocity,0,0.26,33.747,0.0,5.3,0.02,0.035,,1.4,-0.02,-0.035,,-1.4
HD 63433,3,HD 63433 c,Transit,0,0.956,20.5438281,0.21,,0.022,2.38e-05,0.33,,-0.022,-2.36e-05,-0.14,
55 Cnc,7,55 Cnc e,Radial Velocity,0,0.905,0.7365474,0.05,9.35,0.015,1.3e-06,0.03,0.44,-0.015,-1.4e-06,-0.03,-0.44
EPIC 206024342,3,EPIC 206024342 b,Transit,0,0.928,4.50756,,,0.082,0.00062,,,-0.098,-0.0006,,
TOI-178,6,TOI-178 g,Transit,0,0.647,20.71663,0.00043,,0.03,0.00031,0.00065,,-0.029,-0.0003,-0.00028,
TOI-178,6,TOI-178 b,Transit,0,0.647,1.9145601,,,0.03,4.4e-06,,,-0.029,-2.9e-06,,
TOI-178,6,TOI-178 f,Transit,0,0.647,15.23335,0.00045,,0.03,0.00024,0.0007,,-0.029,-0.00025,-0.00026,
GJ 433,3,GJ 433 c,Radial Velocity,0,0.48,5094.105,0.12,32.422,,608.617,0.07,6.329,,-608.617,-0.07,-6.329
KOI-142,3,KOI-142 c,Transit Timing Variations,0,0.99,22.26492,0.05724,207.714175,0.023,0.00067,0.00045,7.483480792,-0.023,-0.00067,-0.00045,-7.483480792
EPIC 249893012,3,EPIC 249893012 b,Transit,0,1.05,3.5951,0.06,,0.05,0.0003,0.08,,-0.05,-0.0003,-0.04,
EPIC 249893012,3,EPIC 249893012 c,Transit,0,1.05,15.624,0.07,,0.05,0.001,0.08,,-0.05,-0.001,-0.05,
KOI-142,3,KOI-142 b,Transit,0,0.99,10.91647,0.05561,11.3568015,0.023,0.00014,0.00013,5.101639051,-0.023,-0.00014,-0.00013,-5.101639051
Kepler-1987,4,Kepler-1987 b,Transit,0,0.799,2.345863002,0.0,,0.041,9.55e-06,,,-0.081,-9.55e-06,,
EPIC 249893012,3,EPIC 249893012 d,Transit,0,1.05,35.747,0.15,,0.05,0.005,0.21,,-0.05,-0.005,-0.11,
Kepler-416,3,Kepler-416 d,Transit,0,0.949,3.07644709,0.0,,0.067,1.038e-05,,,-0.055,-1.038e-05,,
Kepler-160,3,Kepler-160 b,Transit,0,1.003,4.309397,0.0,,0.036,1.3e-05,,,-0.034,-1.2e-05,,
Kepler-290,3,Kepler-290 d,Transit,0,0.84,0.764017553,0.0,,0.065,3.767e-06,,,-0.09,-3.767e-06,,
Kepler-549,3,Kepler-549 d,Transit,0,0.859,24.61480613,0.0,,0.06,3.227e-05,,,-0.033,-3.227e-05,,
HD 160691,4,HD 160691 b,Radial Velocity,0,1.13,645.0,0.0505,556.0,0.02,0.3,0.0094,21.0,-0.02,-0.3,-0.0093,-21.0
TOI-2076,4,TOI-2076 d,Transit,0,0.849,35.12803,0.027,,0.026,0.00059,,,-0.026,-0.00059,,
Kepler-763,3,Kepler-763 d,Transit,0,0.8,6.50327035,0.0,,0.048,3.134e-05,,,-0.028,-3.134e-05,,
GJ 1061,3,GJ 1061 d,Radial Velocity,0,0.12,13.066,0.04,1.64,0.01,0.002,0.04,0.24,-0.01,-0.002,-0.03,-0.23
Kepler-297,3,Kepler-297 d,Transit,0,0.846,150.0189511,0.0,,0.059,0.0001744,,,-0.049,-0.0001744,,
Kepler-164,4,Kepler-164 e,Transit,0,0.966,94.886902,0.0,,0.075,0.001216,,,-0.068,-0.001216,,
GJ 180,3,GJ 180 b,Radial Velocity,0,0.43,17.133,0.07,6.49,,0.003,0.04,0.68,,-0.003,-0.04,-0.68
HD 164922,4,HD 164922 c,Radial Velocity,0,0.926,75.74,0.12,13.0,0.029,0.06,0.11,3.0,-0.035,-0.05,-0.09,-2.0
TOI-7510,3,TOI-7510 c,Transit,0,1.063,22.5687423,0.0091,,0.065,,0.01,,-0.065,,-0.0062,
HD 160691,4,HD 160691 d,Radial Velocity,0,1.13,9.6392,0.0,10.49,0.02,0.0006,0.02,0.83,-0.02,-0.0006,-0.02,-0.81
HD 164922,4,HD 164922 e,Radial Velocity,0,0.921146,41.763,0.086,10.5201202717,0.031836,0.012,0.083,0.9852680617,-0.031836,-0.012,-0.06,-0.9852680617
Kepler-1669,3,Kepler-1669 b,Transit,0,0.67,9.51216,0.0,,,,,,,,,
EPIC 206024342,3,EPIC 206024342 d,Transit,0,0.928,14.647531,,,0.082,4.1e-06,,,-0.098,-4.1e-06,,
EPIC 206024342,3,EPIC 206024342 c,Transit,0,0.928,0.911724,,,0.082,7.6e-05,,,-0.098,-7.6e-05,,
Kepler-324,4,KOI-1831 d,Transit,0,0.901,34.169,0.0,,0.017,,,,-0.027,,,
Kepler-968,3,KOI-1833 d,Transit,0,0.681,7.685,0.0,,0.025,,,,-0.024,,,
DMPP-2,3,DMPP-2 d,Radial Velocity,0,1.41,16.491,0.1,91.79,0.04,0.067,,6.11,-0.04,-0.053,,-7.32
HD 93385,3,HD 93385 c,Radial Velocity,0,1.04,13.18,0.2,7.1,0.01,0.003,,0.6,-0.01,-0.003,,-0.6
HD 93385,3,HD 93385 b,Radial Velocity,0,1.04,7.3426,0.295,4.2,0.01,0.0012,,0.5,-0.01,-0.0012,,-0.5
HD 96700,3,HD 96700 d,Radial Velocity,0,0.89,103.5,0.27,12.7,0.01,0.1,0.08,1.0,-0.01,-0.1,-0.08,-1.0
HD 96700,3,HD 96700 b,Radial Velocity,0,0.89,8.1245,0.138,8.9,0.01,0.0006,,0.4,-0.01,-0.0006,,-0.4
K2-352,3,K2-352 d,Transit,0,0.98,14.871387,,,0.04,0.000916,,,-0.04,-0.000936,,
K2-187,4,K2-187 c,Transit,0,0.966999,2.871512,,,0.025227,0.00012,,,-0.024169,-0.00012,,
K2-268,5,K2-268 f,Transit,0,0.84,26.27057,,,0.02,0.000105,,,-0.02,-0.000109,,
K2-187,4,K2-187 b,Transit,0,0.966999,0.77401,,,0.025227,8.3e-05,,,-0.024169,-8.3e-05,,
Kepler-129,3,Kepler-129 d,Radial Velocity,0,1.178,2646.0,0.15,2637.9757781,0.021,140.0,0.07,349.6112477,-0.03,-94.0,-0.05,-222.4798849
Kepler-1311,3,Kepler-1311 d,Transit,0,1.032,197.5110016,0.0,,0.107,,,,-0.097,,,
Kepler-1130,3,Kepler-1130 c,Transit,0,0.944,3.266639948,0.0,,0.039,,,,-0.066,,,
K2-381,3,K2-381 b,Transit,0,0.754,7.9389334,,,0.337,0.000596,,,-0.239,-0.000592,,
Kepler-529,3,Kepler-529 d,Transit,0,1.005,35.86619949,0.0,,0.091,,,,-0.063,,,
YZ Cet,3,YZ Cet b,Radial Velocity,0,0.142,2.02087,0.06,0.7,0.01,7e-05,0.06,0.09,-0.01,-9e-05,-0.04,-0.08
YZ Cet,3,YZ Cet c,Radial Velocity,0,0.142,3.05989,0.0,1.14,0.01,0.0001,,0.11,-0.01,-0.0001,,-0.1
Kepler-167,4,Kepler-167 e,Transit,0,0.777,1071.23205,0.29,,0.034,0.00059,,,-0.031,-0.00058,,
HD 181433,3,HD 181433 d,Radial Velocity,0,0.86,6896.1,0.444,206.91,0.06,102.7,0.02,10.49,-0.06,-123.7,-0.018,-10.49
K2-384,5,K2-384 b,Transit,0,0.33,2.231527,,,0.009,0.000194,,,-0.009,-0.000325,,
K2-384,5,K2-384 c,Transit,0,0.33,4.194766,,,0.009,0.000309,,,-0.009,-0.000189,,
HD 39091,3,HD 39091 b,Radial Velocity,0,1.07,2088.8,0.642,3143.32294523,0.04,0.4,0.001,79.45710175,-0.04,-0.4,-0.001,-79.45710175
HD 39091,3,pi Men d,Radial Velocity,0,1.07,124.64,0.22,13.38,0.04,0.48,0.079,1.35,-0.04,-0.52,-0.079,-1.35
K2-384,5,K2-384 e,Transit,0,0.33,9.715043,,,0.009,0.001003,,,-0.009,-0.000739,,
2MASS J19383260+4603591,3,2MASS J19383260+4603591 b,Eclipse Timing Variations,0,0.48,406.0,0.33,591.16083702,,4.0,0.05,15.89142035,,-4.0,-0.05,-15.89142035
2MASS J19383260+4603591,3,Kepler-451 d,Eclipse Timing Variations,0,0.48,43.0,0.0,559.37799632,,0.1,,57.20911326,,-0.1,,-57.20911326
HD 7924,3,HD 7924 d,Radial Velocity,0,0.832,24.451,0.21,6.44,0.022,0.015,0.13,0.79,-0.036,-0.017,-0.12,-0.78
HD 33142,3,HD 33142 b,Radial Velocity,0,1.52,330.0,0.049,400.46379282,0.03,0.4,0.032,15.89142035,-0.03,-0.4,-0.03,-15.89142035
HD 33142,3,HD 33142 c,Radial Velocity,0,1.52,810.2,0.081,282.86728223,0.03,3.8,0.055,19.06970442,-0.03,-4.2,-0.047,-15.89142035
HD 142,3,HD 142 A d,Radial Velocity,0,1.21,108.45299,0.13,82.63538582,0.17,0.09021,0.103,10.170509024,-0.17,-0.08819,-0.085,-11.441822652
HD 125612,3,HD 125612 c,Radial Velocity,0,1.05,4.15466,0.149,15.573591943,0.131,0.00043,0.141,2.542627256,-0.131,-0.0004,-0.093,-2.860455663
GJ 676 A,4,GJ 676 A c,Radial Velocity,0,0.626,13921.42302,0.295,2161.244,0.063,1232.33794,0.033,31.783,-0.063,-1514.65143,-0.049,-31.783
HD 142,3,HD 142 b,Radial Velocity,0,1.21,351.43394,0.158,396.967680343,0.17,0.3746,0.033,38.13940884,-0.17,-0.3777,-0.03,-41.31769291
HD 153557,3,HD 153557 d,Radial Velocity,0,0.79,40654.64809,0.152,,0.091,3874.17546,0.06,,-0.091,-4234.02733,-0.047,
HD 204313,3,HD 204313 c,Radial Velocity,0,1.03,34.95875,0.059,17.162733978,0.132,0.0105,0.051,1.589142035,-0.132,-0.01156,-0.041,-1.589142035
HD 204313,3,HD 204313 e,Radial Velocity,0,1.03,7325.64666,0.253,5085.254512,0.132,399.88029,0.071,4449.597698,-0.132,-369.05892,-0.065,-3178.28407
HD 142,3,HD 142 c,Radial Velocity,0,1.21,10159.64279,0.277,1684.4,0.17,380.8401,0.026,222.5,-0.17,-321.75084,-0.027,-222.5
HD 10180,6,HD 10180 e,Radial Velocity,0,1.06,49.748,0.051,25.585315,0.05,0.025,0.033,1.017056,-0.05,-0.025,-0.033,-1.017056
Kepler-138,4,Kepler-138 b,Transit,0,0.535,10.3134,0.02,,0.012,0.0003,0.009,,-0.012,-0.0003,-0.009,
WASP-47,4,WASP-47 d,Transit,0,1.058,9.030501,0.001,,0.047,1.3e-05,0.0008,,-0.047,-1.3e-05,-0.0007,
Kepler-138,4,Kepler-138 d,Transit,0,0.535,23.0923,0.01,,0.012,0.0006,0.005,,-0.012,-0.0006,-0.005,
Kepler-138,4,Kepler-138 c,Transit,0,0.535,13.7815,0.017,,0.012,7e-05,0.008,,-0.012,-9e-05,-0.007,
K2-3,3,K2-3 b,Transit,0,0.549,10.0546535,0.107,,0.029,8.8e-06,0.057,,-0.027,-9.1e-06,-0.059,
HD 184010,3,HD 184010 d,Radial Velocity,0,1.35,836.4,0.0,143.02278315,0.19,8.4,,12.71313628,-0.21,-8.4,,-19.06970442
HD 184010,3,HD 184010 b,Radial Velocity,0,1.35,286.6,0.0,98.52680617,0.19,2.4,,9.53485221,-0.21,-0.7,,-12.71313628
Kepler-107,4,Kepler-107 e,Transit,0,1.238,14.749143,0.1,,0.029,1.9e-05,,,-0.029,-1.9e-05,,
Kepler-454,3,Kepler-454 d,Radial Velocity,0,1.03,4073.0,0.089,734.18362017,0.04,399.0,0.036,85.81366989,-0.03,-186.0,-0.027,-50.85254512
Kepler-20,6,Kepler-20 f,Transit,0,0.929,19.578328,0.094,,0.053,4.8e-05,,,-0.053,-4.8e-05,,
HD 108236,5,HD 108236 b,Transit,0,0.869,3.795963,0.045,,0.05,2.5e-05,0.039,,-0.048,-3.4e-05,-0.033,
Kepler-454,3,Kepler-454 b,Transit,0,1.03,10.5737534,0.32,5.286350324,0.04,7.8e-06,,2.219525868,-0.03,-7.8e-06,,-2.219525868
Kepler-20,6,Kepler-20 c,Transit,0,0.929,10.8540774,0.076,13.55003079,0.053,2.1e-06,,2.251909843,-0.053,-2.1e-06,,-2.251909843
Kepler-289,4,Kepler-289 d,Transit,0,1.08,66.0282,,,0.02,0.0044,,,-0.02,-0.0039,,
Kepler-139,5,Kepler-139 e,Radial Velocity,0,1.078,2047.635373,0.013121,426.1158152,0.0255,65.623783,0.046302,42.68703762,-0.0255,-65.623783,-0.046302,-42.68703762
HD 134606,5,HD 134606 b,Radial Velocity,0,1.046,12.089,0.092,9.09,0.07,0.0016,0.054,0.64,-0.059,-0.0015,-0.053,-0.63
HD 134606,5,HD 134606 c,Radial Velocity,0,1.046,58.883,0.055,11.31,0.07,0.041,0.062,1.0,-0.059,-0.039,-0.04,-0.99
HD 134606,5,HD 134606 d,Radial Velocity,0,1.046,966.5,0.092,44.8,0.07,5.3,0.045,2.9,-0.059,-6.9,-0.045,-2.9
HD 134606,5,HD 134606 e,Radial Velocity,0,1.046,4.3203,0.2,2.34,0.07,0.00051,0.14,0.35,-0.059,-0.00047,-0.13,-0.34
Kepler-257,3,Kepler-257 b,Transit,0,0.916,2.382667,0.0,,0.017,6e-06,,,-0.017,-6e-06,,
Teegarden's Star,3,Teegarden's Star b,Radial Velocity,0,0.097,4.90634,0.03,1.16,0.01,0.00041,0.04,0.12,-0.01,-0.00041,-0.02,-0.11
Teegarden's Star,3,Teegarden's Star c,Radial Velocity,0,0.097,11.416,0.04,1.05,0.01,0.003,0.07,0.14,-0.01,-0.003,-0.03,-0.13
Teegarden's Star,3,Teegarden's Star d,Radial Velocity,0,0.097,26.13,0.07,0.82,0.01,0.03,0.1,0.17,-0.01,-0.04,-0.05,-0.17
Kepler-23,3,Kepler-23 c,Transit,0,1.078,10.74,0.021,,0.077,,0.009,,-0.077,,-0.014,
Kepler-305,4,Kepler-305 d,Transit,0,0.827,16.74,0.0,,0.046,,,,-0.046,,,
TOI-1136,6,TOI-1136 b,Transit,0,1.022,4.1727,0.027,,0.027,0.0003,0.009,,-0.027,-0.0003,-0.009,
TOI-5789,4,TOI-5789 c,Transit,0,0.821,12.927748,0.067,,0.032,1.6e-05,,,-0.027,-1.6e-05,,
TOI-5789,4,TOI-5789 b,Radial Velocity,0,0.821,2.76369,0.0,2.12,0.032,0.00096,,0.28,-0.027,-0.00096,,-0.28
TOI-1266,3,TOI-1266 c,Transit,0,0.437,18.8027,0.071,,0.021,0.00126,,,-0.021,-0.00116,,
HD 48948,3,HD 48948 c,Radial Velocity,0,0.686,38.06,0.55,7.27,0.02,0.06,0.044,0.7,-0.013,-0.06,-0.044,-0.7
Kepler-24,4,Kepler-24 c,Transit,0,1.06,12.33,0.014,,0.069,,0.011,,-0.069,,-0.011,
Kepler-24,4,Kepler-24 b,Transit,0,1.06,8.14,0.023,,0.069,,0.014,,-0.069,,-0.016,
TOI-1203,4,TOI-1203.01,Transit,0,0.886,25.502672,0.032,,0.036,3.1e-05,0.034,,-0.036,-2.8e-05,-0.023,
WASP-47,4,WASP-47 b,Transit,0,1.058,4.159151,0.0006,,0.047,4e-07,0.0005,,-0.047,-4e-07,-0.0002,
TOI-700,4,TOI-700 d,Transit,0,0.415,37.42396,0.042,,0.021,0.00039,0.045,,-0.02,-0.00035,-0.03,
K2-19,3,K2-19 b,Transit,0,0.892,7.922806,0.043,,0.034,9e-05,0.024,,-0.034,-9e-05,-0.024,
K2-19,3,K2-19 c,Transit,0,0.892,11.8977,0.067,,0.034,0.00046,0.017,,-0.034,-0.00046,-0.017,
XO-2 N,3,XO-2 N b,Transit,0,0.971,2.61586178,0.028,,,,0.038,,,,-0.022,
Kepler-222,3,Kepler-222 d,Transit,0,0.933,28.081912,0.0,,0.019,6.9e-05,,,-0.011,-6.9e-05,,
GJ 581,3,GJ 581 e,Radial Velocity,0,0.295,3.1481,0.012,1.7,0.01,0.0004,0.015,0.2,-0.01,-0.0004,-0.008,-0.2
Kepler-279,4,Kepler-279 e,Transit,0,1.164,98.3531,0.0,,0.134,0.0018,,,-0.134,-0.0018,,
GJ 3998,3,GJ 3998 c,Radial Velocity,0,0.52,13.727,0.0,6.82,0.05,0.003,,0.78,-0.05,-0.004,,-0.75
Barnard's star,4,Barnard d,Radial Velocity,0,0.162,2.3402,0.04,0.263,0.007,0.0003,0.05,0.024,-0.007,-0.0003,-0.03,-0.024
Kepler-450,3,Kepler-450 b,Transit,0,1.19,28.454851,0.02,,0.197747,2.5e-05,0.14,,-0.142064,-2.5e-05,-0.02,
K2-37,3,K2-37 c,Transit,0,0.84,6.42966,,,0.03,0.00018,,,-0.03,-0.00018,,
K2-37,3,K2-37 d,Transit,0,0.84,14.09229,,,0.03,0.00055,,,-0.03,-0.00055,,
HD 73344,3,HD 73344 c,Radial Velocity,0,1.19,65.94,0.124,118.549995811,0.05,0.02,0.052,6.992224954,-0.05,-0.02,-0.053,-6.674396547
Kepler-228,3,Kepler-228 c,Transit,0,1.006,4.134444,0.0,,0.035,1.8e-05,,,-0.033,-1.8e-05,,
K2-233,3,K2-233 c,Transit,0,0.79,7.06024,0.0,,0.01,0.00044,,,-0.01,-0.00043,,
HD 224018,3,HD 224018 b,Radial Velocity,0,1.013,10.6413,0.06,,0.069,0.0028,0.07,,-0.061,-0.0028,-0.04,
KOI-351,8,KOI-351 h,Transit,0,1.242,331.60296,0.0276,235.7495194,0.096,0.00034,0.0031,33.4383406,-0.097,-0.00034,-0.0031,-33.4383406
Kepler-166,3,Kepler-166 d,Transit,0,0.88,1.554003928,0.0,,0.04,1.435e-06,,,-0.05,-1.435e-06,,
GJ 1061,3,GJ 1061 b,Radial Velocity,0,0.12,3.2073,0.05,1.37,0.01,0.0002,0.5,0.16,-0.01,-0.0003,-0.03,-0.15
ups And,3,ups And d,Radial Velocity,0,1.3,1276.46,0.2987,1313.22,,0.57,0.0072,9.21668,,-0.57,-0.0072,-9.21668
Kepler-9,3,Kepler-9 d,Transit,0,1.07,1.592851,0.0,8.414660528,0.05,4.5e-05,,4.189405223,-0.05,-4.5e-05,,-4.189405223
K2-183,3,K2-183 b,Transit,0,0.942219,0.469285,,,0.021244,6.4e-05,,,-0.024592,-6.4e-05,,
K2-187,4,K2-187 e,Transit,0,0.966999,13.606629,,,0.025227,3.6e-06,,,-0.024169,-3.6e-06,,
Kepler-257,3,Kepler-257 d,Transit,0,0.916,24.664551,0.0,,0.017,5.1e-05,,,-0.017,-5.1e-05,,
Kepler-42,3,Kepler-42 b,Transit,0,0.13,1.2137672,0.04,,0.05,4.6e-06,0.2,,-0.05,-4.6e-06,-0.04,
K2-381,3,K2-381 c,Transit,0,0.754,16.034656,,,0.337,0.001844,,,-0.239,-0.001572,,
Kepler-197,4,Kepler-197 b,Transit,0,0.857,5.599308,0.02,,0.023,2.3e-05,0.23,,-0.019,-2.3e-05,-0.02,
K2-157,3,K2-157 b,Transit,0,0.89,0.3652575,,,0.029,7.8e-06,,,-0.029,-8.8e-06,,
GJ 433,3,GJ 433 b,Radial Velocity,0,0.48,7.3705,0.04,6.043,,0.0005,0.03,0.597,,-0.0005,-0.03,-0.597
Kepler-65,4,Kepler-65 c,Transit,0,1.25,5.859944,0.02,4.983179196,0.06,3e-06,0.022,4.01794012,-0.06,-3e-06,-0.013,-4.01794012
GJ 676 A,4,GJ 676 A b,Radial Velocity,0,0.626,1051.44521,0.319,1557.301,0.063,0.37707,0.003,0.0,-0.063,-0.40023,-0.003,0.0
HD 125612,3,HD 125612 d,Radial Velocity,0,1.05,2822.72698,0.115,2313.8024,0.131,15.02596,0.012,295.5819,-0.131,-15.41723,-0.012,-295.5819
GJ 581,3,GJ 581 b,Radial Velocity,0,0.295,5.3686,0.0342,15.2,0.01,0.0001,0.009,0.22,-0.01,-0.0001,-0.01,-0.27
GJ 581,3,GJ 581 c,Radial Velocity,0,0.295,12.9211,0.032,5.5,0.01,0.0008,0.027,0.3,-0.01,-0.0007,-0.021,-0.3
GJ 876,4,GJ 876 c,Radial Velocity,0,0.32,30.0881,0.25591,241.5,0.03,0.0082,0.00093,0.7,-0.03,-0.0082,-0.00093,-0.6
CoRoT-7,3,CoRoT-7 c,Radial Velocity,0,0.899,3.698,0.0,,0.122462,0.003,,,-0.095241,-0.003,,
HD 69830,3,HD 69830 b,Radial Velocity,0,0.86,8.667,0.1,10.2,0.03,0.003,0.04,,-0.03,-0.003,-0.04,
Kepler-267,3,Kepler-267 b,Transit,0,0.541571,3.353728,0.0,,0.020592,7e-06,,,-0.020592,-7e-06,,
HD 20781,5,HD 20781 c,Radial Velocity,0,0.7,13.8905,0.09,5.33,,0.0033,0.09,0.7,,-0.0034,-0.06,-0.67
HD 69830,3,HD 69830 d,Radial Velocity,0,0.86,197.0,0.07,18.1,0.03,3.0,0.07,,-0.03,-3.0,-0.07,
HD 31527,3,HD 31527 c,Radial Velocity,0,0.96,51.2053,0.04,14.16,,0.0373,0.05,1.28,,-0.0368,-0.03,-1.23
HD 31527,3,HD 31527 d,Radial Velocity,0,0.96,271.6737,0.24,11.82,,2.1135,0.13,1.7,,-2.2471,-0.13,-1.64
HD 31527,3,HD 31527 b,Radial Velocity,0,0.96,16.5535,0.1,10.47,,0.0034,0.05,0.89,,-0.0035,-0.05,-0.87
HD 37124,3,HD 37124 d,Radial Velocity,0,0.85,1862.0,0.16,221.20968,,38.0,0.14,18.75197,,-38.0,-0.14,-18.75197
HIP 14810,3,HIP 14810 d,Radial Velocity,0,1.01,981.8,0.185,187.5197,0.19,6.9,0.035,31.783,-0.19,-6.9,-0.035,-31.783
55 Cnc,7,55 Cnc f,Radial Velocity,0,1.015,260.58,0.063,48.5,0.051,0.15,0.048,2.8,-0.051,-0.15,-0.043,-2.8
K2-384,5,K2-384 d,Transit,0,0.33,6.679582,,,0.009,0.000719,,,-0.009,-0.000498,,
HD 40307,5,HD 40307 b,Radial Velocity,0,0.77,4.3123,0.2,4.0,0.05,0.0011,0.14,0.8,-0.05,-0.0012,-0.16,-0.7
HD 204313,3,HD 204313 b,Radial Velocity,0,1.03,2041.11539,0.1,1417.51469522,0.132,1.68088,0.003,31.7828407,-0.132,-1.86675,-0.003,-31.7828407
K2-368,3,K2-368 d,Transit,0,0.746,20.201085,,,0.334,0.002354,,,-0.232,-0.002736,,
K2-138,6,K2-138 c,Transit,0,0.935,3.56004,0.045,,0.019,0.00012,0.051,,-0.023,-0.00011,-0.032,
